Notes	GroupName	GroupID	GroupORFs
GO	alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	GO:0005946	SPAC22F8.05 SPACUNK4.16c SPAC3G6.09c
GO	acetolactate synthase complex	GO:0005948	SPBP35G2.07 SPBC14C8.04
GO	anthranilate synthase complex	GO:0005950	SPBC1539.09c SPCC1442.09
GO	carbamoyl-phosphate synthase complex	GO:0005951	SPBC215.08c SPBC56F2.09c
GO	cAMP-dependent protein kinase complex	GO:0005952	SPAC8C9.03 SPBC106.10
GO	CAAX-protein geranylgeranyltransferase complex	GO:0005953	SPAC2E1P5.04c SPAPB1A10.04c
GO	calcineurin complex	GO:0005955	SPBP4H10.04 SPCC830.06
GO	protein kinase CK2 complex	GO:0005956	SPAC23C11.11 SPAC1851.03 SPBC2G5.02c
GO	DNA-dependent protein kinase-DNA ligase 4 complex	GO:0005958	SPCC126.02c SPBC543.03c
GO	glycine cleavage complex	GO:0005960	SPAC1002.09c SPAC31G5.14 SPAC13G6.06c SPBP19A11.01
GO	mitochondrial pyruvate dehydrogenase complex	GO:0005967	SPAC1002.09c SPCC794.07 SPAC26F1.03 SPBC30D10.13c SPCC1259.09c SPAC644.11c
GO	Rab-protein geranylgeranyltransferase complex	GO:0005968	SPAC167.02 SPCC1620.05
GO	ribonucleoside-diphosphate reductase complex	GO:0005971	SPAC1F7.05 SPBC25D12.04
GO	transcription elongation factor complex	GO:0008023	SPBC32H8.10 SPCC1223.10c SPBP23A10.14c SPBC19G7.16 SPAC2F3.15 SPBC32F12.06 SPBC609.05 SPBC29A3.08 SPAC664.03 SPBC13E7.08c SPBC17G9.02c SPBC1861.07 SPBC651.09c SPBP8B7.19 SPBC21C3.16c SPAC23C4.19 SPAC1F7.01c SPAC27D7.14c
GO	positive transcription elongation factor complex b	GO:0008024	SPBC32H8.10 SPAC2F3.15 SPBC32F12.06
GO	signalosome	GO:0008180	SPAC17H9.19c SPBC215.03c SPAPB17E12.04c SPAC222.16c SPAC22A12.03c SPAC1687.13c SPAC1952.12c SPAC17H9.10c SPBC17D11.01 SPAC3A11.08
GO	oligosaccharyltransferase complex	GO:0008250	SPAC27F1.07 SPAC6F6.05 SPAC7D4.15c SPCC18.19c SPAPB17E12.11 SPBC1271.02 SPCC553.06 SPCC338.15
GO	cohesin complex	GO:0008278	SPAC31A2.05c SPAC15E1.07c SPAC110.02 SPAC17H9.20 SPBC29A10.04 SPAC10F6.09c SPCC338.17c SPCC4E9.01c SPBC29A10.14
GO	F-actin capping protein complex	GO:0008290	SPAC12B10.07 SPAC631.01c
GO	proteasome regulatory particle, base subcomplex	GO:0008540	SPBP19A11.03c SPAC637.10c SPBC17D11.07c SPAC23G3.11 SPBC582.07c SPBC16C6.07c SPBC4.07c SPCC576.10c SPCC1682.16 SPAC3A11.12c SPBC23G7.12c
GO	proteasome regulatory particle, lid subcomplex	GO:0008541	SPAC3G6.02 SPBC16G5.01 SPBC342.04 SPCC16A11.16c SPBC119.01 SPCC1682.10 SPAC607.05
GO	epsilon DNA polymerase complex	GO:0008622	SPBC25H2.13c SPBP8B7.14c SPAC17G8.03c SPBC3D6.09
GO	3-isopropylmalate dehydratase complex	GO:0009316	SPAC9E9.03
GO	phenylalanine-tRNA ligase complex	GO:0009328	SPAC23A1.12c SPAC3G9.06
GO	DNA topoisomerase complex (ATP-hydrolyzing)	GO:0009330	SPBC1A4.03c
GO	glycerol-3-phosphate dehydrogenase complex	GO:0009331	SPBC215.05 SPAC23D3.04c SPCC1223.03c
GO	sulfite reductase complex (NADPH)	GO:0009337	SPAC10F6.01c SPCC584.01c
GO	riboflavin synthase complex	GO:0009349	SPBC409.13
GO	mitochondrial oxoglutarate dehydrogenase complex	GO:0009353	SPAC1002.09c SPBC776.15c SPBC3H7.03c
GO	zeta DNA polymerase complex	GO:0016035	SPAC688.10 SPBC12D12.09
GO	prefoldin complex	GO:0016272	SPBC215.02 SPAC3H8.07c SPAC227.05 SPAC227.10 SPAC3A11.13 SPBC1D7.01
GO	eukaryotic translation initiation factor 4F complex	GO:0016281	SPAC1006.07 SPBC1709.18 SPAC16E8.15
GO	eukaryotic 43S preinitiation complex	GO:0016282	SPBC646.09c SPAC1751.03 SPAC25G10.08 SPAC821.05 SPBC4C3.07 SPAC4D7.05 SPBC17D11.05 SPBC18H10.03
GO	RNA-induced silencing complex	GO:0016442	SPCC645.08c
GO	myosin II complex	GO:0016460	SPAP8A3.08 SPCC645.05c SPAC4A8.05c SPAC926.03
GO	unconventional myosin complex	GO:0016461	SPAC29A4.05 SPBC146.13c
GO	SWI/SNF complex	GO:0016514	SPAC23D3.09 SPAC1071.06 SPCC1620.14c SPAC23G3.07c SPBC26H8.09c SPAC2F7.08c SPBC30B4.04c SPAC17G6.10 SPAC23H3.10 SPAC23G3.10c SPBP23A10.05 SPAC22H12.02
GO	NuRD complex	GO:0016581	SPBC2D10.17 SPAC1B3.17 SPBC800.03 SPBP35G2.10
GO	RSC complex	GO:0016586	SPAC23D3.09 SPAC1071.06 SPBC4B4.03 SPBC1734.15 SPAC1F3.07c SPCC1281.05 SPBC1703.02 SPCC16A11.14 SPAC1250.01 SPAC17G6.10 SPAC23H3.10 SPAC23G3.10c SPBP23A10.05
GO	DNA-directed RNA polymerase II, holoenzyme	GO:0016591	SPAC23H4.08 SPBP16F5.02 SPBC19F8.07 SPAC1071.02 SPCC330.10 SPBC776.18c SPAC13F5.02c SPAC17A5.06 SPAC1D4.12 SPBC947.13 SPAC1B3.12c SPAC3A12.07 SPBC28F2.12 SPAC23G3.01 SPCC1442.10c SPBC337.14 SPAC23C4.15 SPCC1020.04c SPACUNK4.06c SPBC14C8.12 SPAPYUG7.04c SPBC19C2.03 SPAC29B12.02c SPAC664.03 SPBC13E7.08c SPBC17G9.02c SPBC651.09c SPCC553.11c SPBC12D12.06 SPCC1682.07 SPBC21H7.02 SPAC2G11.14 SPAC1002.04c SPAC15A10.02 SPCC1494.02c SPAC3A12.05c SPAC823.06 SPAC23G3.09 SPCC5E4.03c SPCC16C4.18c SPBC15D4.14 SPCC1259.06 SPAC12G12.05c SPAC29E6.08 SPAC458.07 SPCC1672.08c SPAC16E8.11c SPBC13G1.13 SPBC30B4.07c SPBC32F12.15 SPCC1620.09c SPBC1198.13c SPAC22H12.02 SPBC28F2.09 SPAC27D7.14c
GO	mediator complex	GO:0016592	SPAC644.10 SPAC589.02c SPBC146.01 SPAC17G8.05 SPCP31B10.03c SPBC14F5.08 SPBC21.04 SPBC31F10.09c SPBC1A4.10c SPAC2F7.04 SPAC17C9.05c SPBC1105.06 SPAC1002.15c SPCC1450.05c SPAC5D6.05 SPCC645.12c SPAC23H4.17c SPBC12D12.06 SPBC31F10.04c SPAC29A4.07 SPBC1604.10 SPAC688.08
GO	Cdc73/Paf1 complex	GO:0016593	SPAC664.03 SPBC13E7.08c SPBC17G9.02c SPBC651.09c SPAC27D7.14c
GO	CCAAT-binding factor complex	GO:0016602	SPBC725.11c SPAC23C11.08 SPBC16E9.01c SPBC3B8.02
GO	serine C-palmitoyltransferase complex	GO:0017059	SPAC21E11.08 SPAC23A1.05 SPBC18E5.02c
GO	mitochondrial processing peptidase complex	GO:0017087	SPBC18E5.12c SPBP23A10.15c
GO	methionyl glutamyl tRNA synthetase complex	GO:0017102	SPAC30C2.04
GO	glutamate-cysteine ligase complex	GO:0017109	SPAC22F3.10c SPCC737.06c
GO	Golgi transport complex	GO:0017119	SPAC144.15c SPBC36.08c SPBC1539.05 SPCC338.13 SPBC19G7.14c SPBC776.10c SPBC11B10.03
GO	translation release factor complex	GO:0018444	SPCC584.04 SPAC1834.01
GO	SCF ubiquitin ligase complex	GO:0019005	SPAC17G6.12 SPAC24H6.03 SPBC12D12.08c SPAC13D6.01 SPAC57A10.05c SPBC1718.01 SPAC4D7.03 SPBC409.05
GO	proteasome core complex, alpha-subunit complex	GO:0019773	SPCC1795.04c SPBC106.16 SPCC1442.06 SPAC323.02c SPAC13C5.01c SPAC6G10.04c SPBC646.16
GO	proteasome core complex, beta-subunit complex	GO:0019774	SPAC22F8.06 SPBC4C3.10c SPAC4A8.13c SPAC23D3.07 SPCC63.12c SPAC31A2.04c SPBC577.10
GO	proteasome accessory complex	GO:0022624	SPAC3G6.02 SPBP19A11.03c SPAC637.10c SPBC16G5.01 SPBC342.04 SPCC16A11.16c SPBC17D11.07c SPBC119.01 SPAC23G3.11 SPBC582.07c SPCC1682.10 SPAC607.05 SPBC16C6.07c SPBC4.07c SPCC576.10c SPCC1682.16 SPAC3A11.12c SPBC23G7.12c SPAC6C3.08
GO	cytosolic large ribosomal subunit	GO:0022625	SPBC18E5.04 SPAP7G5.05 SPCC1183.08c SPBC30D10.18c SPCC16C4.13c SPCC31H12.04c SPAC664.05 SPAC1805.13 SPAC1783.08c SPCC576.11 SPBC839.13c SPAC23A1.11 SPBC2G2.05 SPBC2F12.04 SPCC364.03 SPBC11C11.07 SPAPB17E12.13 SPBC56F2.02 SPCC1682.14 SPAC3A12.10 SPAC26A3.04 SPBC365.03c SPAC959.08 SPAC11E3.15 SPAC3G9.03 SPCC1322.11 SPAC6G9.09c SPCC330.14c SPBC106.18 SPBC4F6.04 SPBC29B5.03c SPBC685.07c SPCC74.05 SPBC776.11 SPCC5E4.07 SPBC776.01 SPAC9G1.03c SPAC1250.05 SPAC17A5.03 SPAPB8E5.06c SPAC890.08 SPBC16C6.11 SPAC3H5.10 SPAC23A1.08c SPCC1322.15 SPCC613.05c SPCP31B10.08c SPBC1921.01c SPCC970.05 SPBC405.07 SPCC1223.05c SPAPB17E12.05 SPBC577.02 SPAC30D11.12 SPCC663.04 SPBC1711.06 SPBP8B7.03c SPAC3G6.13c SPAC3F10.18c SPAC15E1.03 SPBC800.04c SPBC83.02c SPAC1687.06c SPAC3H5.12c SPBC11C11.09c SPCC622.18 SPBC18H10.12c SPAC3H5.07 SPAC1F7.13c SPBC2F12.07c SPBC839.04 SPBC29A3.04 SPAC4G9.16c SPCC613.06 SPAC644.15 SPBC3B9.13c SPCP1E11.09c SPBP8B7.06 SPBC23G7.15c SPAC1071.08 SPAC11G7.04 SPAC1805.12c
GO	cytosolic ribosome	GO:0022626	SPBC3E7.10 SPBC36B7.09 SPCC830.07c SPBC14F5.06 SPAC22E12.13c SPAC664.06 SPBC8D2.10c SPBC18E5.04 SPAP7G5.05 SPCC1183.08c SPBC30D10.18c SPAC26A3.07c SPBC17G9.10 SPCC16C4.13c SPCC31H12.04c SPAC664.05 SPAC1805.13 SPAC1783.08c SPCC576.11 SPBC839.13c SPAC23A1.11 SPBC2G2.05 SPBC2F12.04 SPCC364.03 SPBC11C11.07 SPAPB17E12.13 SPBC56F2.02 SPCC1682.14 SPAC3A12.10 SPAC26A3.04 SPBC365.03c SPAC959.08 SPAC11E3.15 SPAC3G9.03 SPCC1322.11 SPAC6G9.09c SPCC330.14c SPBC106.18 SPBC4F6.04 SPBC29B5.03c SPBC685.07c SPCC74.05 SPBC776.11 SPCC5E4.07 SPBC776.01 SPAC9G1.03c SPAC1250.05 SPAC17A5.03 SPAPB8E5.06c SPAC890.08 SPBC16C6.11 SPAC3H5.10 SPAC23A1.08c SPCC1322.15 SPCC613.05c SPCP31B10.08c SPBC1921.01c SPCC970.05 SPBC405.07 SPCC1223.05c SPAPB17E12.05 SPBC577.02 SPAC30D11.12 SPCC663.04 SPBC1711.06 SPBP8B7.03c SPAC3G6.13c SPAC3F10.18c SPAC15E1.03 SPBC800.04c SPBC83.02c SPAC1687.06c SPAC3H5.12c SPBC11C11.09c SPCC622.18 SPBC18H10.12c SPAC3H5.07 SPAC1F7.13c SPBC2F12.07c SPBC839.04 SPBC29A3.04 SPAC4G9.16c SPCC613.06 SPCC18.14c SPAC644.15 SPBC3B9.13c SPCP1E11.09c SPBP8B7.06 SPBC23G7.15c SPAC1071.08 SPBC685.06 SPAPJ698.02c SPAC31G5.17c SPBP22H7.08 SPAC13G6.02c SPAC22H12.04c SPAC31G5.03 SPAC144.11 SPCC962.04 SPBC1685.02c SPAC6F6.07c SPAC3H5.05c SPBC18H10.13 SPCC1393.03 SPAC1071.07c SPBC18H10.14 SPAC664.04c SPBC839.05c SPCC24B10.09 SPBC16D10.11c SPCC1259.01c SPBC21C3.13 SPBC649.02 SPCC576.09 SPBC18E5.06 SPAC22A12.04c SPAC5D6.01 SPBP4H10.13 SPAC23C11.02c SPAC17G6.06 SPBC17G9.07 SPCC576.08c SPBC3D6.15 SPAC694.05c SPAC806.03c SPAC1805.11c SPBC1685.10 SPAC25G10.06 SPCC285.15c SPBC1685.09 SPAC19B12.04 SPBC19G7.03c SPBC16G5.14c SPBC19F8.08 SPBC21B10.10 SPAC959.07 SPAC328.10c SPAC8C9.08 SPAC13G6.07c SPAPB1E7.12 SPAC18G6.14c SPAC2C4.16c SPAC521.05 SPAC24H6.07 SPBC29A3.12 SPAC2F7.05c SPAC56F8.03 SPBC29A3.09c SPBC4B4.04 SPRRNA.03 SPRRNA.04 SPRRNA.05 SPRRNA.06 SPRRNA.07 SPRRNA.10 SPRRNA.11 SPRRNA.12 SPRRNA.13 SPRRNA.14 SPRRNA.15 SPRRNA.16 SPRRNA.17 SPRRNA.18 SPRRNA.19 SPRRNA.20 SPRRNA.24 SPRRNA.26 SPRRNA.27 SPRRNA.28 SPRRNA.29 SPRRNA.30 SPRRNA.31 SPRRNA.32 SPRRNA.33 SPRRNA.34 SPRRNA.35 SPRRNA.36 SPRRNA.37 SPRRNA.38 SPRRNA.39 SPRRNA.40 SPRRNA.41 SPRRNA.42 SPRRNA.43 SPRRNA.44 SPRRNA.45 SPRRNA.46 SPRRNA.47 SPRRNA.48 SPRRNA.49 SPRRNA.50 SPRRNA.51 SPRRNA.52 SPCC417.08 SPBC336.10c SPAC26H5.10c SPAC11G7.04 SPAC6G10.11c SPAC1805.12c
GO	cytosolic small ribosomal subunit	GO:0022627	SPCC830.07c SPBC8D2.10c SPAC26A3.07c SPBC17G9.10 SPBC685.06 SPAPJ698.02c SPAC31G5.17c SPBP22H7.08 SPAC13G6.02c SPAC22H12.04c SPAC31G5.03 SPAC144.11 SPCC962.04 SPBC1685.02c SPAC6F6.07c SPAC3H5.05c SPBC18H10.13 SPCC1393.03 SPAC1071.07c SPBC18H10.14 SPAC664.04c SPBC839.05c SPCC24B10.09 SPBC16D10.11c SPCC1259.01c SPBC21C3.13 SPBC649.02 SPCC576.09 SPBC18E5.06 SPAC22A12.04c SPAC5D6.01 SPBP4H10.13 SPAC23C11.02c SPAC17G6.06 SPBC17G9.07 SPCC576.08c SPBC3D6.15 SPAC694.05c SPAC806.03c SPAC1805.11c SPBC1685.10 SPAC25G10.06 SPCC285.15c SPBC1685.09 SPAC19B12.04 SPBC19G7.03c SPBC16G5.14c SPBC19F8.08 SPBC21B10.10 SPAC959.07 SPAC328.10c SPAC8C9.08 SPAC13G6.07c SPAPB1E7.12 SPAC18G6.14c SPAC2C4.16c SPAC521.05 SPAC24H6.07 SPBC29A3.12 SPAC2F7.05c SPAC56F8.03 SPBC4B4.04 SPAC6G10.11c
GO	TRAPP complex	GO:0030008	SPAC644.18c SPAC3G9.16c SPBC14F5.02 SPBC1604.19c SPBC1734.07c SPAC6G10.05c SPCC285.14 SPBC11G11.04 SPBC3B9.12 SPBC1718.05 SPAC13G6.05c
GO	CCR4-NOT complex	GO:0030014	SPAC20G4.01 SPCC18.06c SPAC664.15 SPCC31H12.08c SPAC16C9.04c SPAC20G8.06 SPCC4G3.15c SPAC1B3.05 SPAC29B12.06c
GO	CCR4-NOT core complex	GO:0030015	SPAC20G4.01 SPCC18.06c SPAC664.15 SPCC31H12.08c SPAC16C9.04c SPAC20G8.06 SPCC4G3.15c SPAC1B3.05
GO	clathrin coat	GO:0030118	SPBC2G2.06c SPBC947.02 SPBC691.03c SPCP1E11.06 SPBP16F5.07 SPBC651.11c SPAC31A2.09c SPBC685.04c SPAC26A3.05 SPBC9B6.08 SPBC19F8.03c SPCC794.11c SPAP27G11.06c
GO	AP-type membrane coat adaptor complex	GO:0030119	SPBC2G2.06c SPBC947.02 SPBC691.03c SPCP1E11.06 SPAC144.06 SPAC23H3.06 SPBP16F5.07 SPBC651.11c SPAC31A2.09c SPBC685.04c SPAC30D11.05 SPAP27G11.06c
GO	AP-1 adaptor complex	GO:0030121	SPBC947.02 SPCP1E11.06 SPBP16F5.07 SPAP27G11.06c
GO	AP-2 adaptor complex	GO:0030122	SPBC2G2.06c SPBC691.03c SPAC31A2.09c SPBC685.04c
GO	AP-3 adaptor complex	GO:0030123	SPAC144.06 SPAC23H3.06 SPBC651.11c SPAC30D11.05
GO	clathrin vesicle coat	GO:0030125	SPBC2G2.06c SPBC947.02 SPBC691.03c SPCP1E11.06 SPBP16F5.07 SPAC31A2.09c SPBC685.04c SPAC26A3.05 SPBC9B6.08 SPCC794.11c SPAP27G11.06c
GO	COPI vesicle coat	GO:0030126	SPAC22E12.17c SPCC285.08 SPCC576.07 SPAC57A7.10c SPBC146.14c SPBC16C6.13c SPBC24C6.05 SPBPJ4664.04
GO	COPII vesicle coat	GO:0030127	SPBC31F10.06c SPBC215.15 SPAC29B12.07 SPBC776.04 SPCC31H12.07 SPAC22F8.08 SPBC8D2.20c SPBC4.03c
GO	clathrin coat of endocytic vesicle	GO:0030128	SPBC2G2.06c SPBC691.03c SPAC31A2.09c SPBC685.04c
GO	clathrin coat of trans-Golgi network vesicle	GO:0030130	SPBC947.02 SPCP1E11.06 SPBP16F5.07 SPAC26A3.05 SPAP27G11.06c
GO	clathrin adaptor complex	GO:0030131	SPBC2G2.06c SPBC947.02 SPBC691.03c SPCP1E11.06 SPBP16F5.07 SPBC651.11c SPAC31A2.09c SPBC685.04c SPAP27G11.06c
GO	clathrin coat of coated pit	GO:0030132	SPBC2G2.06c SPBC691.03c SPAC31A2.09c SPBC685.04c SPAC26A3.05
GO	dynein complex	GO:0030286	SPAC1093.06c SPBC646.17c SPAC1805.08 SPAC926.07c
GO	small nuclear ribonucleoprotein complex	GO:0030532	SPAC3H5.04 SPAC9.03c SPBC19C2.01 SPBC215.12 SPBC887.05c SPCC16A11.05c SPAC19D5.05c SPBC1861.08c SPCC1620.01c SPBC9B6.05c SPBC30D10.06 SPBC20F10.09 SPAC2F3.17c SPCC285.12 SPCC1840.10 SPBC8D2.09c SPAC27F1.09c SPAPJ698.03c SPBC6B1.07 SPBC146.07 SPBC119.13c SPBC19C2.08 SPAC29E6.02 SPBC29A3.07c SPAC22A12.09c SPAC22F8.10c SPAC31G5.01 SPBC36.09 SPBC21C3.05 SPAC26A3.08 SPAC27D7.07c SPAC2C4.03c SPBC19C2.14 SPBC11G11.06c SPBC3E7.14 SPBC4B4.05 SPAC607.03c SPAC22F3.11c SPAC167.03c SPAC227.12 SPAC23C11.03 SPAP8A3.06 SPBC11C11.01 SPBC1861.04c SPBC646.10c SPBC83.09c SPCC162.01c SPAC4F8.12c SPBC1289.02c SPAC19A8.13 SPBC4B4.07c SPBP35G2.09 SPAC4D7.13 SPBC4B4.09 SPCC16A11.13 SPBC839.10 SPAC23D3.08 SPBC1289.12
GO	ribonuclease P complex	GO:0030677	SPBP8B7.01c SPBC1709.20 SPBC1105.16c SPNCRNA.128 SPAC25B8.16 SPAC3A12.04c SPAC6C3.09 SPBC1703.01c SPCC16C4.05 SPCC830.09c
GO	preribosome	GO:0030684	SPBC2D10.10c SPAC19D5.05c SPBC25B2.05 SPAC18G6.07c SPBC887.03c SPBC3F6.04c SPBC1539.10 SPBC9B6.07 SPBC16H5.10c SPAC22E12.13c SPAC664.06 SPBC685.06 SPAPJ698.02c SPCC576.08c SPAC18G6.14c SPAC6B12.19 SPAC4F8.03 SPCC16C4.08c SPAC607.03c SPAC1142.04 SPAC1486.09 SPAC18G6.06 SPAC19A8.07c SPAC1B3.09c SPAC1B3.13 SPAC20G8.09c SPAC23C11.03 SPAC23G3.06 SPAC2E1P5.05 SPAC3F10.17 SPAC4F10.06 SPAC4F10.09c SPAC57A7.06 SPAC823.04 SPAC959.03c SPAPB1A10.06c SPAPB21F2.03 SPBC1604.06c SPBC1A4.07c SPBC23G7.07c SPBC244.02c SPBC29A3.06 SPBC30B4.02c SPBC32H8.04c SPBC3B8.09 SPBC3D6.12 SPBC776.08c SPBP16F5.05c SPBP22H7.02c SPBP8B7.10c SPCC1183.07 SPCC1672.07 SPCC1827.01c SPCC23B6.02c SPCC330.09 SPCP1E11.08 SPBC23E6.04c SPCC16A11.02 SPBC428.19c SPBC56F2.04 SPCC18.12c SPBC19F5.02c SPAC20H4.01
GO	nucleolar preribosome	GO:0030685	SPCC16C4.08c
GO	90S preribosome	GO:0030686	SPBC16H5.10c SPBC685.06 SPAPJ698.02c SPAC18G6.14c SPAC1142.04 SPAC1B3.09c SPAC1B3.13 SPAC20G8.09c SPAC4F10.06 SPAC4F10.09c SPAC823.04 SPAPB21F2.03 SPBC23G7.07c SPBC776.08c SPBP22H7.02c SPCC330.09 SPBC23E6.04c SPBC428.19c SPBC19F5.02c SPAC20H4.01
GO	preribosome, large subunit precursor	GO:0030687	SPBC887.03c SPBC1539.10 SPAC22E12.13c SPAC664.06 SPAC6B12.19 SPAC4F8.03 SPAC1142.04 SPAC1B3.09c SPAC4F10.09c SPCC23B6.02c SPCP1E11.08
GO	preribosome, small subunit precursor	GO:0030688	SPBC9B6.07 SPAC1486.09 SPAC3F10.17 SPBC30B4.02c SPBP16F5.05c
GO	Noc complex	GO:0030689	SPBC887.03c SPAC1142.04 SPAC1B3.09c SPAC4F10.09c
GO	Noc1p-Noc2p complex	GO:0030690	SPAC1142.04 SPAC1B3.09c SPAC4F10.09c
GO	Noc2p-Noc3p complex	GO:0030691	SPBC887.03c SPAC1142.04 SPAC1B3.09c
GO	Mre11 complex	GO:0030870	SPBC6B1.09c SPAC13C5.07 SPAC1556.01c
GO	RNA polymerase complex	GO:0030880	SPCC663.12 SPCC1739.03 SPBC1718.03 SPBC4C3.05c SPBC947.13 SPAC6F12.09 SPCC1259.03 SPBP23A10.07 SPBC11G11.05 SPBC3B9.07c SPAC2F3.03c SPAC1B3.12c SPAC3A12.07 SPBC28F2.12 SPAC23G3.01 SPCC1442.10c SPAC23C4.15 SPCC1020.04c SPBC14C8.12 SPBC19C2.03 SPAC22A12.05 SPAPB1E7.10 SPAC1687.01 SPBC651.08c SPBC2G5.07c SPAC4G9.08c SPBC839.12 SPCC290.02 SPCC330.13 SPBC1289.07c SPCC18.07 SPAPB1E7.03
GO	mitotic cohesin complex	GO:0030892	SPAC31A2.05c SPAC110.02 SPAC17H9.20 SPBC29A10.04 SPAC10F6.09c SPCC338.17c
GO	meiotic cohesin complex	GO:0030893	SPAC15E1.07c SPCC4E9.01c SPBC29A10.14
GO	replisome	GO:0030894	SPAC27E2.05 SPBC25H2.13c SPBC1734.02c SPBC336.04 SPBC12D12.02c SPBP8B7.14c SPAC17G8.03c SPBC3D6.09 SPAPB1E7.02c SPAC3H5.06c SPCC553.09c SPCC737.07c SPAC6B12.10c SPBC17D11.06 SPBC660.13c SPCC1753.01c SPCC23B6.05c
GO	checkpoint clamp complex	GO:0030896	SPAC20G4.04c SPAC1952.07 SPAC664.07c
GO	HOPS complex	GO:0030897	SPCC790.02 SPAC23H4.14 SPAC823.12 SPAC824.05 SPBC1703.15c SPAP27G11.05c
GO	retromer complex	GO:0030904	SPAPJ696.01c SPAC4G9.13c SPAC15E1.06 SPCC777.13 SPCPJ732.01
GO	retromer complex, outer shell	GO:0030905	SPAPJ696.01c
GO	MBF transcription complex	GO:0030907	SPBC336.12c SPBC16A3.07c SPBC2D10.06 SPBC2F12.11c SPBC725.16 SPAC22F3.09c SPBC21B10.13c
GO	Smc5-Smc6 complex	GO:0030915	SPCC550.05 SPAC16A10.06c SPCC645.04 SPBC20F10.04c SPBC651.10 SPAC11E3.08c SPAC14C4.02c SPCC5E4.06
GO	RITS complex	GO:0030958	SPCC736.11 SPAC18G6.02c SPBC83.03c
GO	NADH dehydrogenase complex	GO:0030964	SPAC11E3.12
GO	Ino80 complex	GO:0031011	SPBC32H8.12c SPBP23A10.08 SPBC365.10 SPAC664.02c SPAC144.02 SPCC1259.04 SPAPB1E7.14 SPAC23G3.04 SPAC222.04c SPAC29B12.01 SPAC10F6.08c SPBC11B10.10c SPAPB8E5.09 SPBC83.08 SPCC16C4.20c
GO	Nup107-160 complex	GO:0031080	SPBC428.01c SPBC3B9.16c SPBP35G2.06c SPAC1805.04 SPAC1486.05 SPBC17G9.04c SPAC15F9.02
GO	septin complex	GO:0031105	SPAC4F10.11 SPAC821.06 SPBC16A3.01 SPAC9G1.11c SPAC24C9.15c SPCC188.12 SPBC19F8.01c
GO	SNARE complex	GO:0031201	SPAC959.02
GO	endoplasmic reticulum Sec complex	GO:0031205	SPAC17G6.09 SPBC36B7.03 SPBC409.21 SPAC2F3.02
GO	Sec62/Sec63 complex	GO:0031207	SPAC17G6.09 SPBC36B7.03 SPBC409.21 SPAC2F3.02
GO	endoplasmic reticulum palmitoyltransferase complex	GO:0031211	SPBC3H7.09 SPAC3F10.07c SPAC21E11.08 SPAC23A1.05 SPBC18E5.02c
GO	PAN complex	GO:0031251	SPBC336.14c SPAC1B1.04c SPAC22G7.04
GO	DNA replication preinitiation complex	GO:0031261	SPBC25H2.13c SPCC16A11.17 SPAC17D4.02 SPBP8B7.14c SPAC17G8.03c SPBC3D6.09 SPAC6B12.11 SPBC4.04c SPCC1682.02c SPAC1B2.05 SPBC211.04c SPBC25D12.03c SPBC29A10.15 SPBC685.09 SPAC3H1.01c SPBP23A10.13 SPBC646.14c SPBC2A9.12 SPBP23A10.09 SPBC725.13c SPAC227.16c SPAC23C4.18c SPAC24H6.06 SPBP4H10.21c
GO	Ndc80 complex	GO:0031262	SPBC11C11.03 SPAC27F1.04c SPBC336.08 SPCC188.04c
GO	replication fork protection complex	GO:0031298	SPBC216.06c SPBC30D10.04
GO	RNAi effector complex	GO:0031332	SPCC736.11 SPAC140.03 SPAC13G7.07 SPAC18G6.02c SPCC645.08c SPBC83.03c
GO	ubiquitin conjugating enzyme complex	GO:0031371	SPCC1919.15 SPCC970.10c SPAC18B11.07c SPAC22F8.12c
GO	RNA-directed RNA polymerase complex	GO:0031379	SPCC663.12 SPCC1739.03 SPAC6F12.09
GO	nuclear RNA-directed RNA polymerase complex	GO:0031380	SPCC663.12 SPCC1739.03 SPAC6F12.09
GO	Rad17 RFC-like complex	GO:0031389	SPAC14C4.13 SPBC23E6.07c SPAC23D3.02 SPAC27E2.10c SPAC1687.03c SPBC83.14c
GO	Ctf18 RFC-like complex	GO:0031390	SPCC16A11.17 SPBC902.02c SPAC19D5.11c SPAC31A2.15c SPBC4.04c SPAC1B2.05 SPBC211.04c SPBC25D12.03c SPBC23E6.07c SPAC23D3.02 SPAC27E2.10c SPAC1687.03c SPBC83.14c
GO	Elg1 RFC-like complex	GO:0031391	SPBC947.11c SPBC23E6.07c SPAC23D3.02 SPAC27E2.10c SPAC1687.03c SPBC83.14c
GO	NatA complex	GO:0031415	SPAC15E1.08 SPCC338.07c SPCC663.13c SPBC418.02
GO	NatB complex	GO:0031416	SPCC16C4.12 SPBC1215.02c
GO	NatC complex	GO:0031417	SPBC1861.03 SPBC15D4.06 SPBC947.03c
GO	RecQ helicase-Topo III complex	GO:0031422	SPAC26A3.03c SPAC2G11.12 SPBC16G5.12c
GO	box C/D snoRNP complex	GO:0031428	SPSNORNA.29 SPNCRNA.445
GO	box H/ACA snoRNP complex	GO:0031429	SPAC29A4.04c SPBC20F10.01 SPAC1782.10c SPAP27G11.13c SPSNORNA.20
GO	Dbf4-dependent protein kinase complex	GO:0031431	SPCC550.13 SPBC776.12c
