ORF	Gene
YLR088W	GAA1
YLR459W	GAB1
YOR178C	GAC1
YMR250W	GAD1
SPCC24B10.07	gad8
SPCC1902.01	gaf1
YBR020W	GAL1
SPBPB2B2.13	gal1
YBR019C	GAL10
SPBPB2B2.12c	gal10
YOL051W	GAL11
YLR081W	GAL2
YDR009W	GAL3
YPL248C	GAL4
YBR018C	GAL7
SPBPB2B2.10c	gal7
YML051W	GAL80
YER027C	GAL83
YKR039W	GAP1
YHR089C	GAR1
SPAC140.02	gar2
YMR307W	GAS1
YLR343W	GAS2
YMR215W	GAS3
YOL132W	GAS4
SPBC342.03	gas4
YOL030W	GAS5
SPAC11E3.13c	gas5
YFL021W	GAT1
YMR136W	GAT2
YLR013W	GAT3
YIR013C	GAT4
YCL011C	GBP2
YOR260W	GCD1
YNL062C	GCD10
SPBC800.08	gcd10
YER025W	GCD11
YJL125C	GCD14
YGR083C	GCD2
YDR211W	GCD6
YLR291C	GCD7
YGL195W	GCN1
YDR283C	GCN2
YFR009W	GCN20
YKR026C	GCN3
YEL009C	GCN4
YGR252W	GCN5
SPAC1952.05	gcn5
YPL075W	GCR1
YNL199C	GCR2
YDL226C	GCS1
YDR019C	GCV1
SPAC31G5.14	gcv1
YMR189W	GCV2
SPAC13G6.06c	gcv2
YAL044C	GCV3
YOR120W	GCY1
YEL042W	GDA1
SPAC824.08	gda1
YPR184W	GDB1
YPL110C	GDE1
SPAPB1E7.05	gde1
YOR375C	GDH1
SPCC622.12c	gdh1
YDL215C	GDH2
SPCC132.04c	gdh2
YAL062W	GDH3
YER136W	GDI1
YOR355W	GDS1
YBR187W	GDT1
YJR031C	GEA1
YJR031C*	GEA1
YEL022W	GEA2
YJR040W	GEF1
SPAC24H6.09	gef1
SPAC31A2.16	gef2
YAL048C	GEM1
YOR205C	GEP3
YHR100C	GEP4
SPCC645.02	gep4
YLR091W	GEP5
YGL057C	GEP7
YGL020C	GET1
SPBC543.10	get1
YER083C	GET2
YDL100C	GET3
SPAC1142.06	get3
SPCC1672.12c	get4
YOR164C	GET4
YKL104C	GFA1
YMR255W	GFD1
YCL036W	GFD2
SPBC211.06	gfh1
YDR358W	GGA1
YHR108W	GGA2
YDL198C	GGC1
SPAC56E4.06c	ggt2
SPCC548.07c	ght1
SPBC4B4.08	ght2
SPAC1F8.01	ght3
SPBC1683.08	ght4
SPCC1235.13	ght6
SPBC1348.14c	ght7
SPCC548.06c	ght8
YHR061C	GIC1
YDR309C	GIC2
YCL039W	GID7
YMR135C	GID8
YNL153C	GIM3
YEL003W	GIM4
YML094W	GIM5
YDR507C	GIN4
YBR045C	GIP1
YER054C	GIP2
YPL137C	GIP3
YAL031C	GIP4
YDR152W	GIR2
YDR096W	GIS1
YNL255C	GIS2
YLR094C	GIS3
YML006C	GIS4
YCR098C	GIT1
SPBC21C3.20c	git1
SPBC215.04	git11
SPCC1753.02c	git3
YEL011W	GLC3
YER133W	GLC7
YMR311C	GLC8
SPAC13F5.03c	gld1
YDL207W	GLE1
YER107C	GLE2
YKR058W	GLG1
YJL137C	GLG2
YCL040W	GLK1
YPR035W	GLN1
YER040W	GLN3
YOR168W	GLN4
YML004C	GLO1
SPBC12C2.12c	glo1
YDR272W	GLO2
YER122C	GLO3
YOR040W	GLO4
YPL091W	GLR1
SPAC1002.03c	gls2
YDL171C	GLT1
SPAPB1E7.07	glt1
YEL046C	GLY1
SPAC23H3.09c	gly1
SPCC736.04c	gma12
SPAC17H9.11	gmf1
YKR030W	GMH1
SPAC5H10.11	gmh1
SPAC5H10.13c	gmh2
SPAC22E12.06c	gmh3
SPCC1795.03	gms1
YFL017C	GNA1
YHR183W	GND1
YGR256W	GND2
YDR508C	GNP1
SPCC1020.09	gnr1
YOR320C	GNT1
YJL184W	GON7
YNL274C	GOR1
YHL031C	GOS1
SPAC4G8.10	gos1
YMR292W	GOT1
YHR005C	GPA1
SPBC24C6.06	gpa1
YER020W	GPA2
SPAC23H3.13c	gpa2
YOR371C	GPB1
YAL056W	GPB2
YDL022W	GPD1
SPBC215.05	gpd1
YOL059W	GPD2
SPAC23D3.04c	gpd2
SPBC354.12	gpd3
YGL121C	GPG1
YPR160W	GPH1
YGR216C	GPI1
YGL142C	GPI10
YDR302W	GPI11
YMR281W	GPI12
YLL031C	GPI13
YJR013W	GPI14
YNL038W	GPI15
YHR188C	GPI16
YDR434W	GPI17
YBR004C	GPI18
YDR437W	GPI19
YPL076W	GPI2
SPAC13G6.03	gpi7
YDR331W	GPI8
YKL152C	GPM1
YDL021W	GPM2
YOL056W	GPM3
YDL035C	GPR1
SPBPJ4664.06	gpt1
YKR067W	GPT2
YKL026C	GPX1
SPBC32F12.03c	gpx1
YBR244W	GPX2
YLL035W	GRC3
YPL223C	GRE1
YOL151W	GRE2
YHR104W	GRE3
YDR517W	GRH1
YJR090C	GRR1
YBR121C	GRS1
YPR081C	GRS2
SPBPB8B6.04c	grt1
YCL035C	GRX1
SPAC4F10.20	grx1
YDR513W	GRX2
SPAC15E1.09	grx2
YDR098C	GRX3
SPCC1450.06c	grx3
YER174C	GRX4
YPL059W	GRX5
SPAPB2B4.02	grx5
YDL010W	GRX6
YBR014C	GRX7
YLR364W	GRX8
SPAC3F10.04	gsa1
YGR032W	GSC2
YML048W	GSF2
YDR108W	TRS85
YJL101C	GSH1
YOL049W	GSH2
SPAC1687.15	gsk3
SPBC8D2.01	gsk31
YJL103C	GSM1
YLR293C	GSP1
YOR185C	GSP2
SPCC191.09c	gst1
SPCC965.07c	gst2
SPAC688.04c	gst3
YFR015C	GSY1
YLR258W	GSY2
YDR221W	GTB1
SPAC1751.01c	gti1
YGR154C	GTO1
YMR251W	GTO3
SPBC354.01	gtp1
YML121W	GTR1
SPBC337.13c	gtr1
YGR163W	GTR2
YGL181W	GTS1
YIR038C	GTT1
YLL060C	GTT2
YEL017W	GTT3
YMR217W	GUA1
YDL238C	GUD1
YLR289W	GUF1
YDR454C	GUK1
YGL084C	GUP1
YPL189W	GUP2
YGL245W	GUS1
YHL032C	GUT1
YIL155C	GUT2
SPCC1223.03c	gut2
YIL041W	GVP36
YJL091C	GWT1
YMR192W	GYL1
YOR070C	GYP1
SPBC530.01	gyp1
SPBC651.03c	gyp10
SPCC1259.11c	gyp2
SPCC4G3.09c	gyp3
YPL249C	GYP5
SPAC26F1.09	gyp51
YJL044C	GYP6
YDL234C	GYP7
SPAC630.05	gyp7
YFL027C	GYP8
YJL110C	GZF3
YPR008W	HAA1
YFL031W	HAC1
YPR005C	HAL1
SPAC29A4.16	hal4
YJL165C	HAL5
YOL089C	HAL9
YJR069C	HAM1
YLR256W	HAP1
YGL237C	HAP2
YBL021C	HAP3
YKL109W	HAP4
YOR358W	HAP5
YMR290C	HAS1
YPL001W	HAT1
SPAC139.06	hat1
YEL056W	HAT2
SPBC365.13c	hba1
YCL026C-B	HBN1
YKR084C	HBS1
YDL223C	HBT1
YJL033W	HCA4
YNL281W	HCH1
YCR065W	HCM1
YLR192C	HCR1
YKL017C	HCS1
YNL021W	HDA1
YDR295C	HDA2
YPR179C	HDA3
YNL014W	HEF3
YDR458C	HEH2
YBL032W	HEK2
YDR232W	HEM1
YDR047W	HEM12
SPCC4B3.05c	hem12
YDR044W	HEM13
YER014W	HEM14
SPAC1F5.07c	hem14
YOR176W	HEM15
YGL040C	HEM2
SPAC1805.06c	hem2
YDL205C	HEM3
SPAC24B11.13	hem3
YOR278W	HEM4
YOR227W	HER1
YMR293C	HER2
YOR237W	HES1
YDL013W	HEX3
YMR207C	HFA1
YMR110C	HFD1
YPL254W	HFI1
SPBC887.18c	hfi1
YGL251C	HFM1
YGR187C	HGH1
YBR009C	HHF1
SPAC1834.03c	hhf1
YNL030W	HHF2
SPBC8D2.03c	hhf2
YPL127C	HHO1
SPAC23C4.12	hhp2
YBR010W	HHT1
SPAC1834.04	hht1
YNL031C	HHT2
SPBC8D2.04	hht2
SPBC1105.11c	hht3
YEL059W	HHY1
YLL022C	HIF1
SPCC1235.09	hif2
YDR317W	HIM1
YGR191W	HIP1
SPBC31F10.13c	hip1
SPBC31F10.14c	hip3
SPBC947.08c	hip4
YBL008W	HIR1
YOR038C	HIR2
YJR140C	HIR3
YER055C	HIS1
SPAC25G10.05c	his1
YFR025C	HIS2
SPBC1711.13	his2
YOR202W	HIS3
SPBC11B10.02c	his3
YCL030C	HIS4
SPBC418.01c	his4
YIL116W	HIS5
SPBC21H7.07c	his5
YIL020C	HIS6
YBR248C	HIS7
SPBC29A3.02c	his7
YJR055W	HIT1
YDR420W	HKR1
YMR161W	HLJ1
YDR528W	HLR1
YER057C	HMF1
YML075C	HMG1
YLR450W	HMG2
YOL095C	HMI1
YCL066W	HMLALPHA1
YCL067C	HMLALPHA2
YDR174W	HMO1
YCR097W	HMRA1
YCR096C	HMRA2
YOR032C	HMS1
YJR147W	HMS2
YBR034C	HMT1
SPCC737.09c	hmt1
SPBC2G5.06c	hmt2
YLR205C	HMX1
YGL077C	HNM1
YDL125C	HNT1
YDR305C	HNT2
YOR258W	HNT3
YDL227C	HO
SPBC21D10.12	hob1
SPBC725.09c	hob3
YJR075W	HOC1
YMR032W	HOF1
YLR113W	HOG1
YNR055C	HOL1
YDR158W	HOM2
YER052C	HOM3
YJR139C	HOM6
YIL072W	HOP1
SPBC1718.02	hop1
YGL033W	HOP2
YER062C	GPP2
YMR251W-A	HOR7
YPR068C	HOS1
YGL194C	HOS2
SPAC3G9.07c	hos2
YPL116W	HOS3
YIL112W	HOS4
YMR172W	HOT1
YKL084W	HOT13
YPR193C	HPA2
YEL066W	HPA3
YBR215W	HPC2
YOL155C	HPF1
YDR138W	HPR1
YJL092W	SRS2
YDR399W	HPT1
SPAC23C11.13c	hpt1
YNL004W	HRB1
YOL013C	HRD1
SPBC17D11.02c	hrd1
YLR207W	HRD3
SPAC20G4.03c	hri1
SPAC222.07c	hri2
YOR267C	HRK1
SPAC23C4.03	hrk1
YOL123W	HRP1
SPAC1783.05	hrp1
SPAC3G6.01	hrp3
YDR291W	HRQ1
SPCC1739.03	hrr1
YPL204W	HRR25
YOL133W	HRT1
YLR097C	HRT3
YMR186W	HSC82
YHL002W	HSE1
SPBC1734.08	hse1
YGL073W	HSF1
YMR288W	HSH155
YOR319W	HSH49
YKL138C-A	HSK3
YKL101W	HSL1
YBR133C	HSL7
YBR272C	HSM3
YOR020C	HSP10
YLL026W	HSP104
YFL014W	HSP12
YJL159W	HSP150
SPBC3E7.02c	hsp16
YBR072W	HSP26
YCR021C	HSP30
YDR533C	HSP31
YPL280W	HSP32
YOR391C	HSP33
YDR171W	HSP42
YLR259C	HSP60
YDR258C	HSP78
YPL240C	HSP82
SPAP8A3.04c	hsp9
SPAC3H1.11	hsr1
YOL068C	HST1
YPL015C	HST2
SPCC132.02	hst2
YOR025W	HST3
YDR191W	HST4
YGR223C	HSV2
YDR225W	HTA1
SPCC622.08c	hta1
YBL003C	HTA2
SPAC19G12.06c	hta2
YDR224C	HTB1
YBL002W	HTB2
YHR067W	HTD2
YCR020W-B	HTL1
YPR033C	HTS1
YOL012C	HTZ1
YGR268C	HUA1
YOR284W	HUA2
YNR032C-A	HUB1
YML058W-A	HUG1
YJR036C	HUL4
YGL141W	HUL5
YGL168W	HUR1
SPAC20G4.04c	hus1
SPAC30D11.13	hus5
YPL244C	HUT1
YER039C	HVG1
YFR053C	HXK1
YGL253W	HXK2
YHR094C	HXT1
YFL011W	HXT10
YOL156W	HXT11
YIL170W	HXT12
YEL069C	HXT13
YNL318C	HXT14
YDL245C	HXT15
YJR158W	HXT16
YNR072W	HXT17
YMR011W	HXT2
YDR345C	HXT3
YHR092C	HXT4
YHR096C	HXT5
YDR343C	HXT6
YDR342C	HXT7
YJL214W	HXT8
YJL219W	HXT9
YKL189W	HYM1
YEL034W	HYP2
YIR037W	HYR1
YOR126C	IAH1
SPCC126.10	iah1
YJR122W	IBA57
YNL164C	IBD2
SPBC839.07	ibp1
YIL090W	ICE2
YER065C	ICL1
YPR006C	ICL2
SPAC12B10.05	icp55
YER078C	ICP55
YBR157C	ICS2
YJL077C	ICS3
YLR099C	ICT1
YMR195W	ICY1
YPL250C	ICY2
YNL037C	IDH1
SPAC11G7.03	idh1
YOR136W	IDH2
SPBC902.05c	idh2
YPL117C	IDI1
YDL066W	IDP1
SPAC6G10.08	idp1
YLR174W	IDP2
YNL009W	IDP3
YJL146W	IDS2
SPAC144.02	iec1
SPCC1259.04	iec3
YFL013C	IES1
YNL215W	IES2
SPAC6B12.05c	ies2
YLR052W	IES3
YOR189W	IES4
SPAC23G3.04	ies4
YER092W	IES5
YEL044W	IES6
SPAC222.04c	ies6
YBR159W	IFA38
YLR223C	IFH1
YOL023W	IFM1
YHR187W	IKI1
SPBC18E5.05c	iki1
YLR384C	IKI3
SPBC36.07	iki3
YJL057C	IKS1
YJR118C	ILM1
YBL076C	ILS1
YER086W	ILV1
SPBP35G2.07	ilv1
YMR108W	ILV2
YJR016C	ILV3
YLR355C	ILV5
YCL009C	ILV6
SPCC737.03c	ima1
YAR073W	IMD1
YHR216W	IMD2
YLR432W	IMD3
YML056C	IMD4
YJR094C	IME1
YJL106W	IME2
YGL192W	IME4
YCR046C	IMG1
YCR071C	IMG2
SPAC3H8.03	img2
YLR309C	IMH1
YJR138W	IML1
YJL082W	IML2
YBR107C	IML3
YMR150C	IMP1
SPBC1604.08c	imp1
YMR035W	IMP2
SPBC11C11.02	imp2
YIL154C	IMP2'
YHR148W	IMP3
YNL075W	IMP4
SPCC4F11.04c	imt2
SPAC17G8.11c	imt3
YDL181W	INH1
YHR046C	INM1
YDR287W	INM2
YNL152W	INN1
YJL153C	INO1
YDR123C	INO2
YOL108C	INO4
YGL150C	INO80
YMR204C	INP1
YMR163C	INP2
SPBC21B10.06c	inp2
YIL002C	INP51
YNL106C	INP52
YOR109W	INP53
YOL065C	INP54
SPCC306.05c	ins1
SPBC646.09c	int6
SPCC191.11	inv1
YLR095C	IOC2
YFR013W	IOC3
YMR044W	IOC4
YHR085W	IPI1
YNL182C	IPI3
YDR315C	IPK1
YPL209C	IPL1
YBR011C	IPP1
YDR072C	IPT1
YPL242C	IQG1
SPBC609.03	iqw1
YBR140C	IRA1
YOL081W	IRA2
YOL015W	IRC10
YOR013W	IRC11
YOR235W	IRC13
YOR135C	IRC14
YPL017C	IRC15
YPR038W	IRC16
YJL037W	IRC18
YLL033W	IRC19
YDR112W	IRC2
YLR247C	IRC20
YMR073C	IRC21
YEL001C	IRC22
YOR044W	IRC23
YIR036C	IRC24
YLR021W	IRC25
YDR332W	IRC3
YDR540C	IRC4
YFR038W	IRC5
YFR043C	IRC6
YFR055W	IRC7
YJL051W	IRC8
YJL142C	IRC9
YHR079C	IRE1
SPAC167.01	ire1
YIL026C	IRR1
YKR019C	IRS4
YLL027W	ISA1
YPR067W	ISA2
YER019W	ISC1
YER180C	ISC10
YER048W-A	ISD11
YMR081C	ISF1
SPBC365.12c	ish1
YPL040C	ISM1
YOR155C	ISN1
SPAC1F8.05	isp3
SPBC29B5.02c	isp4
SPAC1039.09	isp5
SPAC4A8.04	isp6
SPAC25B8.13c	isp7
YPR106W	ISR1
YNL265C	IST1
SPCC1442.17c	ist1
YBR086C	IST2
YIR005W	IST3
YPL135W	ISU1
SPAC227.13c	isu1
YOR226C	ISU2
YBR245C	ISW1
YOR304W	ISW2
YJR050W	ISY1
YGL133W	ITC1
YDR497C	ITR1
SPAC4F8.15	itr1
YOL103W	ITR2
YML068W	ITT1
SPAC1002.14	itt1
SPBC11B10.07c	ivn1
YDR229W	IVY1
YDL115C	IWR1
SPAC23H4.08	iwr1
SPBC19G7.16	iws1
YKL032C	IXR1
YDR492W	IZH1
YOL002C	IZH2
YLR023C	IZH3
YOL101C	IZH4
YGL018C	JAC1
YJL073W	JEM1
YKL217W	JEN1
YER051W	JHD1
YJR119C	JHD2
YPR061C	JID1
YLR331C	JIP3
YDR475C	JIP4
YPR169W	JIP5
YNL227C	JJJ1
YJL162C	JJJ2
YJR097W	JJJ3
YLL057C	JLP1
YMR132C	JLP2
SPAC25H1.02	jmj1
SPAC1002.05c	jmj2
SPCC622.19	jmj4
YMR294W	JNM1
YJR091C	JSN1
YKR038C	KAE1
YBR017C	KAP104
SPAC22G7.02	kap111
SPCC1322.06	kap113
YGL241W	KAP114
SPAC22H10.03c	kap114
YPL125W	KAP120
YGL016W	KAP122
YER110C	KAP123
SPBC14F5.03c	kap123
YLR347C	KAP95
YNL188W	KAR1
YJL034W	KAR2
YPR141C	KAR3
YCL055W	KAR4
YMR065W	KAR5
YPL269W	KAR9
YCL024W	KCC4
YDR017C	KCS1
YFR042W	KEG1
YDR367W	KEI1
YHR158C	KEL1
YGR238C	KEL2
YPL263C	KEL3
YGL173C	XRN1
SPBC1718.03	ker1
YPL145C	KES1
SPBC1271.12	kes1
YGL203C	KEX1
YNL238W	KEX2
YIL125W	KGD1
YDR148C	KGD2
SPBC776.15c	kgd2
YJL094C	KHA1
SPAC105.01c	kha1
YHR102W	KIC1
YDR122W	KIN1
SPBC4F6.06	kin1
YLR096W	KIN2
YDL108W	KIN28
YAR018C	KIN3
YOR233W	KIN4
YCR091W	KIN82
YBL063W	KIP1
YPL155C	KIP2
YGL216W	KIP3
YKL168C	KKQ8
SPAC1039.05c	klf1
SPAC664.10	klp2
SPAC1834.07	klp3
SPBC1685.15c	klp6
SPAC144.14	klp8
SPBC15D4.01c	klp9
SPAC3A11.05c	kms1
YDL049C	KNH1
YLL019C	KNS1
YHR186C	KOG1
YNL322C	KRE1
YGR166W	TRS65
YDR483W	KRE2
YIL027C	EMC5
YER038C	KRE29
YNL132W	KRE33
YOR336W	KRE5
YPR159W	KRE6
YJL174W	KRE9
YNL308C	KRI1
YCL059C	KRR1
YDR037W	KRS1
YNL024C-A	KSH1
YHR082C	KSP1
SPBC16E9.13	ksp1
YGR040W	KSS1
YBL071W-A	KTI11
YKL110C	KTI12
YOR099W	KTR1
YKR061W	KTR2
YBR205W	KTR3
YBR199W	KTR4
YNL029C	KTR5
YPL053C	KTR6
YIL085C	KTR7
YJL207C	LAA1
YKL008C	LAC1
SPBC3E7.15c	lac1
SPAC14C4.12c	laf1
SPCC1682.13	laf2
YHL003C	LAG1
SPAC1A6.09c	lag1
YOL025W	LAG2
YNL045W	LAP2
YNL239W	LAP3
YKL103C	APE1
YKR063C	LAS1
YOR181W	LAS17
YJL062W	LAS21
YNL071W	LAT1
SPCC794.07	lat1
YMR296C	LCB1
YDR062W	LCB2
YJL134W	LCB3
YOR171C	LCB4
YLR260W	LCB5
YDR499W	LCD1
SPBC18H10.02	lcf1
SPBP4H10.11c	lcf2
YER127W	LCP5
YCL005W	LDB16
YDL146W	LDB17
YLL049W	LDB18
YOR322C	LDB19
YBL006C	LDB7
YPL213W	LEA1
YPL054W	LEE1
SPAC18G6.10	lem2
YNL323W	LEM3
YOR123C	LEO1
YGL009C	LEU1
SPBC1A4.02c	leu1
YCL018W	LEU2
SPAC9E9.03	leu2
YLR451W	LEU3
SPBC3E7.16c	leu3
YNL104C	LEU4
YHR002W	LEU5
YOR108W	LEU9
YPL055C	LGE1
YDL051W	LHP1
YKL073W	LHS1
YJR070C	LIA1
YGL090W	LIF1
YHR156C	LIN1
YMR298W	LIP1
YLR239C	LIP2
YOR196C	LIP5
SPBC2G2.01c	liz1
SPAC1D4.11c	lkh1
YFR001W	LOC1
YJL038C	LOH1
SPAC22F3.06c	lon1
YKL205W	LOS1
SPBP8B7.09c	los1
YKL183W	LOT5
YLR011W	LOT6
YFL018C	LPD1
YPL060W	MFM1
YDR503C	LPP1
YOR084W	LPX1
YCL051W	LRE1
YDL240W	LRG1
YNR008W	LRO1
YHR081W	LRP1
YDR439W	LRS4
YGR136W	LSB1
YFR024C-A	LSB3
YCL034W	LSB5
SPBC31F10.07	lsb5
YJL100W	LSB6
SPAC343.19	lsb6
YOR142W	LSC1
SPBC530.13	lsc1
YGR244C	LSC2
SPBC146.09c	lsd1
YGL099W	LSG1
SPCC4B3.08	lsg1
SPAC2F3.15	lsk1
YJL124C	LSM1
YHR121W	LSM12
YBL026W	LSM2
YLR438C-A	LSM3
YER112W	LSM4
YER146W	LSM5
YDR378C	LSM6
YNL147W	LSM7
YJR022W	LSM8
SPCC1840.10	lsm8
YPL004C	LSP1
YKL176C	LST4
YGR057C	LST7
YNL006W	LST8
YAL024C	LTE1
YPR073C	LTP1
YKL143W	LTV1
SPBC887.04c	lub1
YDL087C	LUC7
SPBC28E12.06c	lvs1
YNL268W	LYP1
YIR034C	LYS1
SPAP7G5.04c	lys1
YIL094C	LYS12
YDR034C	LYS14
YBR115C	LYS2
SPAC343.16	lys2
YDL182W	LYS20
YDL131W	LYS21
SPAC227.18	lys3
YDR234W	LYS4
SPBC1105.02c	lys4
YGL154C	LYS5
YNR050C	LYS9
YMR021C	MAC1
SPAC13G7.04c	mac1
YGL086W	MAD1
SPBC3D6.04c	mad1
YJL030W	MAD2
SPBC20F10.06	mad2
YJL013C	MAD3
SPCC1795.01c	mad3
YKL029C	MAE1
SPAPB8E5.03	mae1
SPCC794.12c	mae2
YDR005C	MAF1
SPAC31G5.12c	maf1
YER142C	MAG1
SPAPB24D3.04c	mag1
YLR427W	MAG2
SPBC23G7.11	mag2
SPAC1834.08	mak1
YEL053C	MAK10
SPBC1861.03	mak10
YKL021C	MAK11
YAL025C	MAK16
SPAC27E2.09	mak2
YDR060W	MAK21
YPR051W	MAK3
SPCC74.06	mak3
YCR020C-A	MAK31
YCR019W	MAK32
YBR142W	MAK5
SPBC1683.07	mal1
YGR289C	MAL11
YGR292W	MAL12
YGR288W	MAL13
SPAC18G6.15	mal3
YBR298C	MAL31
YBR299W	MAL32
YBR297W	MAL33
YER106W	MAM1
SPBC25B2.02c	mam1
SPAC11H11.04	mam2
YOL060C	MAM3
SPAP11E10.02c	mam3
YIL070C	MAM33
SPAC10F6.12c	mam4
SPAC14C4.05c	man1
YLR244C	MAP1
SPAC11E3.06	map1
YBL091C	MAP2
SPCC1795.06	map2
SPAC3F10.10c	map3
YLR163C	MAS1
YHR024C	MAS2
SPBC1734.11	mas5
SPBC1711.01c	mat1-m
YCR040W	MATALPHA1
YCR039C	MATALPHA2
SPBC1711.02	matmc_1
YBR185C	MBA1
YJL199C	MBB1
YOR298C-A	MBF1
YDL056W	MBP1
YKL093W	MBR1
SPBC19G7.06	mbx1
SPBC317.01	mbx2
YOR197W	MCA1
YDL003W	MCD1
YKL165C	MCD4
YDL054C	MCH1
YKL221W	MCH2
YOL119C	MCH4
YOR306C	MCH5
YNL307C	MCK1
SPAPB1E7.02c	mcl1
YMR043W	MCM1
YIL150C	MCM10
YPR046W	MCM16
YPR046W*	MCM16
YBL023C	MCM2
YDR318W	MCM21
YJR135C	MCM22
YEL032W	MCM3
YPR019W	MCM4
YLR274W	MCM5
YGL201C	MCM6
YBR202W	MCM7
SPAC1687.10	mcp1
SPAC1006.04c	mcp3
SPBC16E9.08	mcp4
SPBC216.02	mcp5
SPBC582.06c	mcp6
SPAC13A11.03	mcp7
YKL150W	MCR1
SPBC887.10	mcs4
YOR221C	MCT1
YBR227C	MCX1
SPACUNK4.14	mdb1
SPAC16E8.05c	mde1
YJR024C	MDE1
SPAC17A5.04c	mde10
SPBC31F10.08	mde2
SPBC8D2.19	mde3
SPBC6B1.04	mde4
SPAC25H1.09	mde5
SPAC15A10.10	mde6
SPCC320.07c	mde7
YNL173C	MDG1
YKL085W	MDH1
YOL126C	MDH2
YDL078C	MDH3
YFL016C	MDJ1
YNL328C	MDJ2
YLR188W	MDL1
SPBC9B6.09c	mdl1
YPL270W	MDL2
YML104C	MDM1
YAL010C	MDM10
YOL009C	MDM12
YOL076W	MDM20
YLR368W	MDM30
YHR194W	MDM31
SPAC3H1.04c	mdm31
YOR147W	MDM32
YGL219C	MDM34
YKL053C-A	MDM35
YPR083W	MDM36
YOL027C	MDM38
YLR106C	MDN1
YGR100W	MDR1
YGL197W	MDS3
YJL112W	MDV1
YOL111C	MDY2
YBR136W	MEC1
YLR288C	MEC3
YPR070W	MED1
YMR112C	MED11
SPAC589.02c	med13
YDL005C	MED2
SPAC17G8.05	med20
YOR174W	MED4
YHR058C	MED6
YOL135C	MED7
YBR193C	MED8
YLR069C	MEF1
YJL102W	MEF2
YKR007W	MEH1
SPAC27D7.03c	mei2
SPBC119.04	mei3
YER044C-A	MEI4
SPBC32H8.11	mei4
YPL121C	MEI5
YOR351C	MEK1
SPAC14C4.03	mek1
SPAC869.07c	mel1
YGR121C	MEP1
YNL142W	MEP2
YPR138C	MEP3
SPBC28F2.02	mep33
YNL210W	MER1
YGR264C	MES1
SPAC5D6.08c	mes1
YKR069W	MET1
YFR030W	MET10
SPAC343.10	met11
YPL023C	MET12
YGL125W	MET13
YKL001C	MET14
SPAC1782.11	met14
YPR167C	MET16
SPAC13G7.06	met16
YLR303W	MET17
YIL128W	MET18
YNL277W	MET2
YOL064C	MET22
YIR017C	MET28
YJR010W	MET3
YIL046W	MET30
YPL038W	MET31
YDR253C	MET32
YNL103W	MET4
YER091C	MET6
SPBC56F2.11	met6
YOR241W	MET7
YBR213W	MET8
YLR017W	MEU1
SPCC1223.12c	meu10
SPAC1556.06.1	meu1-1
SPAC222.15	meu13
SPBC1347.03	meu14
SPCPJ732.03	meu15
SPBC14C8.05c	meu17
SPBC409.11	meu18
SPBC19F8.06c	meu22
SPCC613.11c	meu23
SPAC6B12.16	meu26
SPCC1259.14c	meu27
SPAC25H1.05	meu29
SPAC1A6.06c	meu31
SPAP27G11.08c	meu32
SPAC3A12.03c	meu34
SPBC428.07	meu6
SPBC16A3.13	meu7
YPL169C	MEX67
SPBC1921.03c	mex67
YPL187W	MF(ALPHA)1
YGL089C	MF(ALPHA)2
YDR461W	MFA1
YNL145W	MFA2
YDR219C	MFB1
SPAPB1A11.01	mfc1
SPAPB8E5.05	mfm1
SPAC513.03	mfm2
SPBPJ4664.03	mfm3
SPBC1198.12	mfr1
SPAC11D3.05	mfs2
YML062C	MFT1
SPCC24B10.11c	mft1
YGR249W	MGA1
YIR033W	MGA2
YOR232W	MGE1
YOR211C	MGM1
YJR144W	MGM101
YCL044C	MGR1
YPL098C	MGR2
SPBC27.06c	mgr2
YNL218W	MGS1
YDL200C	MGT1
SPBC2D10.16	mhf1
SPCC576.12c	mhf2
YJL042W	MHP1
YDR296W	MHR1
YLL062C	MHT1
YKL195W	MIA40
YDR031W	MIX14
YMR002W	MIX17
YNL291C	MID1
SPCC4B3.15	mid1
YLR332W	MID2
SPAPYUG7.03c	mid2
YKL089W	MIF2
YGL035C	MIG1
YGL209W	MIG2
YER028C	MIG3
YMR036C	MIH1
SPBC660.14	mik1
YOL026C	MIM1
SPBC713.08	mim1
YOR330C	MIP1
YHR015W	MIP6
YJR077C	MIR1
YBR084W	MIS1
SPBP35G2.10	mit1
YDR144C	MKC7
YOR231W	MKK1
YPL140C	MKK2
YNL076W	MKS1
YNL085W	MKT1
YGL106W	MLC1
YPR188C	MLC2
YNL074C	MLF3
YMR167W	MLH1
SPBC1703.04	mlh1
YLR035C	MLH2
YPL164C	MLH3
SPBC4.05	mlo2
SPBC1D7.04	mlo3
YKR095W	MLP1
YIL149C	MLP2
YNL117W	MLS1
YNL117W*	MLS1
SPAC30C2.02	mmd1
YIL051C	MMF1
YLL006W	MMM1
YLL061W	MMP1
YLR190W	MMR1
YPR164W	MMS1
SPAC3H8.05c	mms1
SPAC1071.02	mms19
YGL087C	MMS2
SPCC338.05c	mms2
YEL019C	MMS21
YLR320W	MMS22
YBR098W	MMS4
YMR177W	MMT1
YPL224C	MMT2
YGL183C	MND1
YIR025W	MND2
YOR350C	MNE1
SPBC3B9.08c	mnh1
YIL110W	HPM1
SPBC19C7.01	mni1
